id,shop_name,URL,rate,rocation,comment,smoking
973,キャロル,https://tabelog.com/tokyo/A1316/A131601/13166806/,3.02, 目黒駅 557m / 喫茶店、居酒屋、定食・食堂,,喫煙可
974,よし亭,https://tabelog.com/tokyo/A1317/A131710/13079200/,, 西小山駅 366m / 定食・食堂、喫茶店,,
975,リトル ガーデン,https://tabelog.com/tokyo/A1318/A131807/13146444/,, 幡ケ谷駅 113m / 喫茶店,,完全禁煙
976,s･k･i･p,https://tabelog.com/tokyo/A1311/A131102/13149395/,3, 田原町駅 89m / 喫茶店、カフェ,,喫煙可
977,たんぽぽ,https://tabelog.com/tokyo/A1326/A132601/13107089/,3.03, 仙川駅 547m / 喫茶店,,
978,喫茶室ルノアール 飯田橋西口店,https://tabelog.com/tokyo/A1309/A130905/13106935/,3.03, 飯田橋駅 247m / 喫茶店,,分煙
979,アウトリガー,https://tabelog.com/tokyo/A1302/A130202/13120222/,3.13, 日本橋駅 240m / 喫茶店,,喫煙可
980,珈琲茶館 集 池袋店,https://tabelog.com/tokyo/A1305/A130501/13019545/,3.09, 池袋駅 267m / 喫茶店,,分煙
981,ルソー弦巻,https://tabelog.com/tokyo/A1317/A131707/13114834/,3, 桜新町駅 657m / 喫茶店、洋食、定食・食堂,,完全禁煙
982,くーぷ,https://tabelog.com/tokyo/A1327/A132701/13178563/,, 町田市 / レストラン（その他）、パン、喫茶店,,完全禁煙
983,弘美,https://tabelog.com/tokyo/A1311/A131102/13138436/,, 浅草（つくばＥＸＰ）駅 673m / 喫茶店,,
984,つぶあんカフェ,https://tabelog.com/tokyo/A1330/A133003/13158542/,3.13, 青梅駅 84m / 喫茶店、カフェ,,
985,アビシニアンルーム,https://tabelog.com/tokyo/A1302/A130203/13135241/,3, 八丁堀駅 231m / 喫茶店,,
986,フレッシュネスバーガー 経堂店,https://tabelog.com/tokyo/A1318/A131813/13135513/,3.02, 経堂駅 243m / ハンバーガー、カフェ、喫茶店,,分煙
987,グランドレ,https://tabelog.com/tokyo/A1302/A130202/13146755/,3.17, 京橋駅 173m / 喫茶店,,
988,カフェ ステップス,https://tabelog.com/tokyo/A1317/A131709/13039263/,3.17, 若林駅 19m / 喫茶店,,
989,静伽,https://tabelog.com/tokyo/A1311/A131102/13089327/,3.03, 浅草（つくばＥＸＰ）駅 166m / 喫茶店,,
990,クラウン,https://tabelog.com/tokyo/A1324/A132403/13087736/,3, 亀有駅 110m / 喫茶店,,
991,夢の島カフェ,https://tabelog.com/tokyo/A1313/A131303/13046569/,3.15, 新木場駅 625m / 洋食、喫茶店、インドネシア料理,,完全禁煙
992,伽羅,https://tabelog.com/tokyo/A1312/A131203/13076381/,3.23, 押上駅 456m / 喫茶店,,
993,花音,https://tabelog.com/tokyo/A1321/A132103/13180085/,3.07, 石神井公園駅 448m / 喫茶店、カフェ,,完全禁煙
994,MON CHER,https://tabelog.com/tokyo/A1311/A131103/13053390/,3.44, 浅草橋駅 258m / サンドイッチ、喫茶店,,完全禁煙
995,香茶美珈琲,https://tabelog.com/tokyo/A1328/A132801/13041345/,3.04, 田無駅 680m / コーヒー専門店、カフェ、喫茶店,,
996,音楽茶屋奏,https://tabelog.com/tokyo/A1325/A132503/13089070/,3, 国立駅 417m / 喫茶店,,
997,リーム,https://tabelog.com/tokyo/A1311/A131101/13100980/,3.2, 京成上野駅 218m / 喫茶店、カフェ、ケーキ,,分煙
998,ぐぅ,https://tabelog.com/tokyo/A1302/A130202/13161566/,3.07, 茅場町駅 324m / 喫茶店、コーヒー専門店,,喫煙可
999,やまさき,https://tabelog.com/tokyo/A1308/A130802/13036096/,3.04, 虎ノ門駅 130m / 喫茶店,,
1000,スケッチブック,https://tabelog.com/tokyo/A1327/A132701/13175601/,3.03, 町田市 / 喫茶店,,完全禁煙
1001,伴茶夢,https://tabelog.com/tokyo/A1326/A132602/13110239/,3.04, 府中駅 107m / 喫茶店、カフェ,,完全禁煙
1002,ねずみのこと,https://tabelog.com/tokyo/A1329/A132904/13111160/,3.13, 京王八王子駅 117m / 喫茶店、カレーライス,,喫煙可
1003,ヤマザキショップ 至誠会第二病院店,https://tabelog.com/tokyo/A1326/A132601/13186712/,3.02, 仙川駅 866m / 喫茶店、その他,,完全禁煙
1004,未来食堂,https://tabelog.com/tokyo/A1310/A131003/13186907/,3.29, 神保町駅 230m / 定食・食堂、喫茶店,,
1005,珈琲トップ,https://tabelog.com/tokyo/A1326/A132602/13055831/,3.04, 府中本町駅 63m / 喫茶店、定食・食堂,,喫煙可
1006,コミュニティカフェ　Maidoya,https://tabelog.com/tokyo/A1320/A132002/13098380/,3.04, 三鷹駅 519m / 喫茶店、パン,,
1007,カツキ 銀座本店,https://tabelog.com/tokyo/A1301/A130101/13200532/,3.25, 東銀座駅 384m / ビストロ、喫茶店,,完全禁煙
1008,パティオ,https://tabelog.com/tokyo/A1322/A132204/13088359/,, 地下鉄赤塚駅 567m / 喫茶店,,
1009,MUSE,https://tabelog.com/tokyo/A1324/A132401/13171662/,3.21, 南千住駅 235m / 喫茶店,,喫煙可
1010,喫茶＆レストラン フェニックス,https://tabelog.com/tokyo/A1331/A133101/13110253/,3.17, 三宅島三宅村 / 定食・食堂、喫茶店,,喫煙可
1011,喫茶 皐,https://tabelog.com/tokyo/A1311/A131106/13204888/,3, 根津駅 620m / 喫茶店,,
1012,喫茶 JOY,https://tabelog.com/tokyo/A1317/A131706/13131214/,3.04, 三軒茶屋駅 93m / カフェ、喫茶店,,完全禁煙
1013,えちゆーど,https://tabelog.com/tokyo/A1311/A131104/13087426/,, 鶯谷駅 489m / 喫茶店,,
1014,バリュー,https://tabelog.com/tokyo/A1312/A131204/13088383/,, 小岩駅 154m / 喫茶店,,
1015,喫茶 シェルテ,https://tabelog.com/tokyo/A1321/A132104/13172461/,3.04, 野方駅 249m / 喫茶店、ケーキ,,完全禁煙
1016,フェリカ　国会図書館内,https://tabelog.com/tokyo/A1308/A130801/13095498/,3.16, 永田町駅 451m / 喫茶店、カフェ,,完全禁煙
1017,CALM,https://tabelog.com/tokyo/A1308/A130801/13087506/,3, 赤坂駅 389m / 喫茶店,,
1018,sun fleur,https://tabelog.com/tokyo/A1321/A132104/13060241/,3.01, 都立家政駅 70m / フルーツパーラー、喫茶店,,完全禁煙
1019,サトリ珈琲店,https://tabelog.com/tokyo/A1323/A132303/13086660/,3.08, 飛鳥山駅 97m / 喫茶店,,喫煙可
1020,なかむら珈琲店,https://tabelog.com/tokyo/A1319/A131904/13086950/,3.08, 高円寺駅 375m / 喫茶店,,
1021,コーヒー ボン,https://tabelog.com/tokyo/A1306/A130601/13191039/,3.06, 明治神宮前駅 715m / 喫茶店,,喫煙可
1022,シュベール 新大久保店,https://tabelog.com/tokyo/A1304/A130404/13053984/,3.19, 新大久保駅 97m / 喫茶店,,分煙
1023,珈琲 花居,https://tabelog.com/tokyo/A1325/A132501/13113161/,3.07, 小金井市 / カフェ、喫茶店、コーヒー専門店,,
1024,かうひいや亜珈,https://tabelog.com/tokyo/A1302/A130202/13075850/,3.03, 宝町駅 193m / 喫茶店,,
1025,ドトールコーヒーショップ 西池袋1丁目メトロポリタン通り店,https://tabelog.com/tokyo/A1305/A130501/13099530/,3.04, 池袋駅 229m / 喫茶店,,分煙
1026,コーヒーポット,https://tabelog.com/tokyo/A1312/A131203/13156997/,3.07, 鐘ケ淵駅 402m / 喫茶店,,喫煙可
1027,ケ・セラ・セラ,https://tabelog.com/tokyo/A1324/A132403/13075944/,3, お花茶屋駅 637m / 喫茶店,,
1028,ドトールコーヒーショップ 大久保店,https://tabelog.com/tokyo/A1304/A130404/13086858/,3.03, 大久保駅 114m / カフェ、コーヒー専門店、喫茶店,,分煙
1029,ロペ,https://tabelog.com/tokyo/A1312/A131203/13089022/,3.08, 東向島駅 318m / 喫茶店,,喫煙可
1030,caf'e  Effort,https://tabelog.com/tokyo/A1312/A131203/13044138/,3.08, 鐘ケ淵駅 276m / カフェ、コーヒー専門店、喫茶店,,
1031,BECK'S　COFFEE　SHOP 池袋メトロポリタン口店,https://tabelog.com/tokyo/A1305/A130501/13127071/,3.09, 池袋駅 125m / カフェ、喫茶店、コーヒー専門店,,分煙
1032,喫茶室ルノアール 上野しのばず口店,https://tabelog.com/tokyo/A1311/A131101/13087017/,3.03, 京成上野駅 123m / 喫茶店,,分煙
1033,椿屋カフェ 聖蹟桜ヶ丘店,https://tabelog.com/tokyo/A1327/A132702/13094435/,3.09, 聖蹟桜ケ丘駅 66m / カフェ、喫茶店、ケーキ,,分煙
1034,ドトールコーヒーショップ 新宿南口店,https://tabelog.com/tokyo/A1304/A130403/13086940/,3.04, 新宿駅 301m / コーヒー専門店、カフェ、喫茶店,,分煙
1035,ボルボ,https://tabelog.com/tokyo/A1319/A131903/13088651/,3.06, 方南町駅 135m / 喫茶店、イタリアン,,喫煙可
1036,カフェオーディトリアム,https://tabelog.com/tokyo/A1321/A132104/13075874/,3.16, 野方駅 133m / 喫茶店、カフェ,,
1037,トミィ,https://tabelog.com/tokyo/A1312/A131201/13007983/,3.57, 錦糸町駅 283m / 喫茶店、パンケーキ,,喫煙可
1038,民,https://tabelog.com/tokyo/A1324/A132403/13089522/,3, 亀有駅 212m / 喫茶店,,
1039,ギャラリーるなん,https://tabelog.com/tokyo/A1317/A131703/13107901/,3.04, 自由が丘駅 53m / 喫茶店、カレーライス、パン・サンドイッチ（その他）,,完全禁煙
1040,昭島病院レストラン,https://tabelog.com/tokyo/A1329/A132902/13125365/,3.08, 東中神駅 359m / 定食・食堂、中華料理、喫茶店,,完全禁煙
1041,純,https://tabelog.com/tokyo/A1312/A131203/13089272/,3.01, 本所吾妻橋駅 662m / 喫茶店,,
1042,花冠,https://tabelog.com/tokyo/A1321/A132105/13088363/,3.17, 武蔵関駅 168m / コーヒー専門店、喫茶店,,分煙
1043,COFFEE & ROASTER 2-3,https://tabelog.com/tokyo/A1318/A131809/13058069/,3.34, 下高井戸駅 94m / 喫茶店、コーヒー専門店、ケーキ,,完全禁煙
1044,チャミー,https://tabelog.com/tokyo/A1321/A132101/13095423/,3.04, 新桜台駅 90m / 喫茶店,,喫煙可
1045,ブリッヂ,https://tabelog.com/tokyo/A1324/A132404/13076185/,, 五反野駅 107m / 喫茶店,,
1046,しゅうずかん,https://tabelog.com/tokyo/A1307/A130702/13048718/,3.08, 麻布十番駅 474m / 沖縄料理、喫茶店,,喫煙可
1047,コーラル,https://tabelog.com/tokyo/A1315/A131503/13130863/,3.02, 糀谷駅 260m / 喫茶店,,喫煙可
1048,小野珈琲,https://tabelog.com/tokyo/A1312/A131201/13074345/,3.57, 森下駅 143m / 喫茶店、パンケーキ、カフェ,,分煙
1049,亜胡,https://tabelog.com/tokyo/A1315/A131503/13122232/,3.11, 梅屋敷駅 433m / 喫茶店,,完全禁煙
1050,ボンドール,https://tabelog.com/tokyo/A1311/A131101/13076229/,3, 稲荷町駅 460m / 喫茶店,,喫煙可
1051,cafe 33,https://tabelog.com/tokyo/A1320/A132001/13216543/,, 吉祥寺駅 440m / カフェ、コーヒー専門店、喫茶店,,完全禁煙
1052,モンシェリー パートⅡ,https://tabelog.com/tokyo/A1329/A132904/13076281/,3.03, めじろ台駅 107m / 喫茶店,,
1053,自家焙煎珈琲庵,https://tabelog.com/tokyo/A1310/A131004/13058418/,3.49, 春日駅 204m / コーヒー専門店、喫茶店、カフェ,,喫煙可
1054,Sports Cafe すぎなみ,https://tabelog.com/tokyo/A1319/A131906/13191535/,3.02, 杉並区 / 喫茶店、レストラン（その他）,,完全禁煙
1055,トラヤ AOYAMA,https://tabelog.com/tokyo/A1306/A130603/13225275/,3.14, 外苑前駅 269m / 和菓子、喫茶店、かき氷,,
1056,喫茶アベル,https://tabelog.com/tokyo/A1328/A132806/13114499/,, 久米川駅 126m / 喫茶店,,
1057,リプトン,https://tabelog.com/tokyo/A1316/A131603/13076325/,3.26, 大崎広小路駅 343m / 喫茶店,,喫煙可
1058,ネオ喫茶 KING,https://tabelog.com/tokyo/A1301/A130102/13230943/,3.29, 有楽町駅 158m / カフェ、喫茶店、パン,,完全禁煙
1059,カフェ クレッセント,https://tabelog.com/tokyo/A1306/A130602/13075940/,3.06, 表参道駅 672m / 喫茶店,,完全禁煙
1060,ダフニ,https://tabelog.com/tokyo/A1314/A131402/13056306/,3.64, 三田駅 261m / コーヒー専門店、喫茶店、カフェ,,喫煙可
1061,東城,https://tabelog.com/tokyo/A1323/A132301/13040530/,3.22, 駒込駅 421m / 喫茶店、コーヒー専門店,,完全禁煙
1062,愛花夢,https://tabelog.com/tokyo/A1302/A130204/13089038/,3, 人形町駅 120m / 喫茶店,,
1063,カフェ珈人,https://tabelog.com/tokyo/A1304/A130401/13053378/,3.16, 新宿駅 160m / 喫茶店、ケーキ、カフェ,,喫煙可
1064,ファンタジー,https://tabelog.com/tokyo/A1312/A131204/13088490/,, 小岩駅 179m / 喫茶店,,
1065,エールコーヒー,https://tabelog.com/tokyo/A1322/A132205/13193916/,3, 西台駅 408m / 喫茶店、コーヒー専門店、洋菓子（その他）,,完全禁煙
1066,ちふみ,https://tabelog.com/tokyo/A1330/A133003/13164110/,3.06, 青梅市 / 喫茶店、定食・食堂,,分煙
1067,ナイス・オン,https://tabelog.com/tokyo/A1321/A132101/13088263/,, 桜台駅 97m / 喫茶店,,
1068,カフェタイム,https://tabelog.com/tokyo/A1301/A130103/13168512/,3.08, 内幸町駅 171m / カフェ、カフェ・喫茶（その他）、喫茶店,,完全禁煙
1069,どっぽ,https://tabelog.com/tokyo/A1328/A132805/13088227/,3.04, 東大和市駅 905m / 喫茶店,,
1070,風見鶏,https://tabelog.com/tokyo/A1329/A132903/13076488/,, 日野駅 73m / 喫茶店,,
1071,ウカンムリ,https://tabelog.com/tokyo/A1311/A131102/13087406/,3.14, 田原町駅 268m / 喫茶店,,喫煙可
1072,ナガサキ,https://tabelog.com/tokyo/A1323/A132301/13088267/,, 駒込駅 536m / 喫茶店,,
1073,フレッシュネスバーガー 神田須田町店,https://tabelog.com/tokyo/A1310/A131002/13040454/,3.09, 淡路町駅 218m / ハンバーガー、カフェ、喫茶店,,分煙
1074,花家,https://tabelog.com/tokyo/A1311/A131104/13076388/,3.18, 鶯谷駅 214m / 喫茶店、カフェ,,喫煙可
1075,コールドンブルー,https://tabelog.com/tokyo/A1324/A132401/13124752/,3.02, 三ノ輪駅 43m / ケーキ、喫茶店,,
1076,コージーコーナー LIVINオズ大泉店,https://tabelog.com/tokyo/A1321/A132103/13021702/,3, 大泉学園駅 865m / ケーキ、喫茶店,,
1077,スターバックス・コーヒー 南青山2丁目店,https://tabelog.com/tokyo/A1306/A130603/13033158/,3.03, 外苑前駅 53m / カフェ、コーヒー専門店、喫茶店,,分煙
1078,エクセルシオールカフェ 池袋２丁目店,https://tabelog.com/tokyo/A1305/A130501/13085175/,3.09, 池袋駅 329m / カフェ、コーヒー専門店、喫茶店,,分煙
1079,マリモ,https://tabelog.com/tokyo/A1321/A132104/13158066/,3.03, 新井薬師前駅 73m / 喫茶店、洋食,,喫煙可
1080,華,https://tabelog.com/tokyo/A1320/A132002/13097238/,3.04, 三鷹駅 331m / 喫茶店,,完全禁煙
1081,河,https://tabelog.com/tokyo/A1324/A132404/13089075/,3, 高野駅 818m / 喫茶店,,
1082,オノダ珈琲,https://tabelog.com/tokyo/A1302/A130204/13207902/,3, 水天宮前駅 337m / 喫茶店,,
1083,喫茶室ルノアール 神田北口駅前店,https://tabelog.com/tokyo/A1310/A131002/13106910/,3.02, 神田駅 70m / 喫茶店,,分煙
1084,藤,https://tabelog.com/tokyo/A1324/A132404/13076468/,, 大師前駅 623m / 喫茶店,,
1085,YOU,https://tabelog.com/tokyo/A1301/A130101/13002318/,3.67, 東銀座駅 115m / 喫茶店、サンドイッチ、オムライス,,喫煙可
1086,パブリック,https://tabelog.com/tokyo/A1312/A131204/13221846/,3.02, 新小岩駅 719m / 洋食、喫茶店,,喫煙可
1087,カフェ・ベローチェ 築地店,https://tabelog.com/tokyo/A1313/A131301/13122262/,3.04, 築地駅 30m / カフェ、コーヒー専門店、喫茶店,,分煙
1088,ロンパーチッチ,https://tabelog.com/tokyo/A1321/A132104/13148285/,3.2, 新井薬師前駅 633m / カフェ、喫茶店、カフェ・喫茶（その他）,,完全禁煙
1089,ドトールコーヒーショップ 池袋2丁目店,https://tabelog.com/tokyo/A1305/A130501/13128993/,3.02, 池袋駅 427m / コーヒー専門店、喫茶店、カフェ,,分煙
1090,喫茶ビリーブ,https://tabelog.com/tokyo/A1329/A132903/13207736/,3.05, 日野駅 682m / 喫茶店,,完全禁煙
1091,カフェ ベローチェ 渋谷二丁目店,https://tabelog.com/tokyo/A1303/A130301/13093211/,3.04, 渋谷駅 455m / 喫茶店,,分煙
1092,らい,https://tabelog.com/tokyo/A1311/A131103/13124625/,3.33, 蔵前駅 442m / 喫茶店、カフェ、バー・お酒（その他）,,
1093,喫茶ここから,https://tabelog.com/tokyo/A1330/A133003/13184591/,3.17, 青梅駅 129m / 喫茶店、レストラン（その他）,,分煙
1094,スターバックスコーヒー 防衛省店,https://tabelog.com/tokyo/A1309/A130903/13086681/,, 曙橋駅 453m / コーヒー専門店、カフェ、喫茶店,,
1095,バード,https://tabelog.com/tokyo/A1311/A131101/13088323/,3.1, 末広町駅 207m / 喫茶店,,
1096,炭火煎珈琲 利休,https://tabelog.com/tokyo/A1324/A132402/13021080/,3.22, 北千住駅 338m / コーヒー専門店、喫茶店、カフェ,,完全禁煙
1097,モア ジョイ,https://tabelog.com/tokyo/A1311/A131102/13132462/,3.08, 浅草（東武・都営・メトロ）駅 391m / 喫茶店,,喫煙可
1098,ヒーロー,https://tabelog.com/tokyo/A1318/A131809/13107017/,, 千歳烏山駅 169m / 喫茶店,,
1099,スプーンハウス,https://tabelog.com/tokyo/A1318/A131804/13048024/,3.47, 明大前駅 176m / 喫茶店、カフェ、パンケーキ,,完全禁煙
1100,メトロ,https://tabelog.com/tokyo/A1312/A131203/13153218/,3, 小村井駅 387m / 喫茶店,,
1101,備前,https://tabelog.com/tokyo/A1329/A132903/13076484/,, 日野駅 191m / 喫茶店,,
1102,炭火山中,https://tabelog.com/tokyo/A1319/A131907/13163084/,3.06, 杉並区 / 喫茶店、そば,,完全禁煙
1103,カフェ・アンセーニュ・ダングル 自由が丘店,https://tabelog.com/tokyo/A1317/A131703/13017724/,3.53, 自由が丘駅 163m / 喫茶店、コーヒー専門店、ケーキ,,喫煙可
1104,Ｃａｆｅ ｄｅ Ｂａｎｆｆ,https://tabelog.com/tokyo/A1310/A131003/13061185/,3.17, 九段下駅 436m / 喫茶店、ハンバーグ、カレーライス,,
1105,沙羅,https://tabelog.com/tokyo/A1319/A131906/13089211/,3.07, 荻窪駅 281m / 喫茶店、ケーキ、カフェ,,喫煙可
1106,珈琲 タイムス,https://tabelog.com/tokyo/A1304/A130401/13059046/,3.34, 新宿駅 195m / 喫茶店、カフェ,,喫煙可
1107,コロンビア,https://tabelog.com/tokyo/A1324/A132401/13075967/,3.02, 町屋二丁目駅 592m / 喫茶店,,
1108,茶房 無数郷,https://tabelog.com/tokyo/A1305/A130501/13039639/,3.06, 北池袋駅 641m / 喫茶店、甘味処、ラーメン,,完全禁煙
1109,星乃珈琲店 ららぽーと立川立飛店,https://tabelog.com/tokyo/A1329/A132901/13189974/,3.01, 立飛駅 192m / 喫茶店、コーヒー専門店,,分煙
1110,さかこし珈琲店,https://tabelog.com/tokyo/A1319/A131902/13015870/,3.42, 中野駅 390m / 喫茶店、コーヒー専門店,,完全禁煙
1111,いちょうの木,https://tabelog.com/tokyo/A1314/A131405/13087366/,3.67, 北品川駅 310m / 喫茶店、甘味処、かき氷,,喫煙可
1112,ふる里,https://tabelog.com/tokyo/A1324/A132404/13076192/,, 北綾瀬駅 251m / 喫茶店,,
1113,lapin,https://tabelog.com/tokyo/A1324/A132401/13145988/,3, 町屋二丁目駅 280m / 喫茶店,,完全禁煙
1114,喫茶エイト,https://tabelog.com/tokyo/A1327/A132701/13130072/,, 町田駅 260m / 喫茶店、うどん、カフェ,,分煙
1115,マレビトコーヒー,https://tabelog.com/tokyo/A1309/A130905/13153880/,3.16, 飯田橋駅 595m / コーヒー専門店、カフェ、喫茶店,,分煙
1116,リビエラ洋菓子店 支店,https://tabelog.com/tokyo/A1321/A132105/13136081/,3.19, 上石神井駅 283m / ケーキ、喫茶店,,
1117,カフェ ダダ,https://tabelog.com/tokyo/A1319/A131906/13076047/,, 荻窪駅 145m / 喫茶店,,
1118,やまびこ,https://tabelog.com/tokyo/A1311/A131102/13076288/,, 浅草（つくばＥＸＰ）駅 73m / 喫茶店,,
1119,リーフ,https://tabelog.com/tokyo/A1301/A130101/13076318/,3.08, 東銀座駅 309m / 喫茶店,,喫煙可
1120,珈琲館 小岩北口店,https://tabelog.com/tokyo/A1312/A131204/13087115/,3, 小岩駅 205m / 喫茶店,,
1121,白金台ぶどうの樹,https://tabelog.com/tokyo/A1316/A131602/13101507/,3.12, 白金台駅 34m / 喫茶店,,完全禁煙
1122,茶房沙羅,https://tabelog.com/tokyo/A1330/A133002/13089375/,, 小作駅 296m / 喫茶店,,
1123,珈琲専門店 エース,https://tabelog.com/tokyo/A1310/A131002/13020976/,3.61, 神田駅 195m / 喫茶店、コーヒー専門店,,喫煙可
1124,パティオ,https://tabelog.com/tokyo/A1317/A131714/13181156/,, 蓮沼駅 195m / 喫茶店,,完全禁煙
1125,椿屋カフェ 北千住マルイ店,https://tabelog.com/tokyo/A1324/A132402/13207099/,3.03, 北千住駅 175m / カフェ、喫茶店、ケーキ,,完全禁煙
1126,ジン,https://tabelog.com/tokyo/A1324/A132403/13076023/,, 亀有駅 361m / 喫茶店,,
1127,カフェ・トロワバグ,https://tabelog.com/tokyo/A1310/A131003/13011637/,3.61, 神保町駅 91m / 喫茶店、コーヒー専門店、カフェ,,分煙
1128,パティオ,https://tabelog.com/tokyo/A1326/A132602/13132229/,, 中河原駅 261m / カフェ、喫茶店,,完全禁煙
1129,二条,https://tabelog.com/tokyo/A1312/A131205/13089437/,, 江戸川区 / 喫茶店,,
1130,カフェ ナベ,https://tabelog.com/tokyo/A1318/A131807/13169757/,3.07, 初台駅 429m / カフェ、バー・お酒（その他）、喫茶店,,完全禁煙
1131,Ｍａｙ喫茶店,https://tabelog.com/tokyo/A1325/A132503/13078740/,, 国立駅 612m / 喫茶店,,
1132,ライラック,https://tabelog.com/tokyo/A1319/A131906/13088851/,, 杉並区 / 喫茶店,,
1133,シオン,https://tabelog.com/tokyo/A1315/A131503/13087912/,3.07, 六郷土手駅 75m / 喫茶店,,喫煙可
1134,近江屋,https://tabelog.com/tokyo/A1320/A132001/13015906/,3.43, 吉祥寺駅 178m / 喫茶店、コーヒー専門店、ケーキ,,分煙
1135,さぼうる,https://tabelog.com/tokyo/A1310/A131003/13000609/,3.58, 神保町駅 36m / 喫茶店、カフェ,,喫煙可
1136,スナック T&A,https://tabelog.com/tokyo/A1301/A130103/13188675/,, 新橋駅 70m / 喫茶店、バー・お酒（その他）,,喫煙可
1137,珈琲西武,https://tabelog.com/tokyo/A1304/A130401/13048352/,3.34, 新宿三丁目駅 175m / 喫茶店、カフェ・喫茶（その他）、パフェ,,分煙
1138,珈琲屋,https://tabelog.com/tokyo/A1302/A130204/13123668/,3.22, 馬喰横山駅 55m / 喫茶店,,
1139,ツネ,https://tabelog.com/tokyo/A1304/A130404/13088174/,3.28, 大久保駅 101m / コーヒー専門店、喫茶店,,喫煙可
1140,タリーズコーヒー 新宿小滝橋通り店,https://tabelog.com/tokyo/A1304/A130401/13086710/,3.04, 西武新宿駅 186m / コーヒー専門店、カフェ、喫茶店,,分煙
1141,ブラボオ,https://tabelog.com/tokyo/A1301/A130103/13078080/,3.42, 汐留駅 360m / 喫茶店、洋食,,喫煙可
1142,ましやんぶる,https://tabelog.com/tokyo/A1324/A132403/13088689/,3, 新柴又駅 428m / 喫茶店,,
1143,とちの木,https://tabelog.com/tokyo/A1309/A130905/13088223/,3.23, 江戸川橋駅 475m / 喫茶店,,喫煙可
1144,マミー,https://tabelog.com/tokyo/A1312/A131205/13183955/,3, 一之江駅 715m / 甘味処、喫茶店,,喫煙可
1145,珈琲屋カルディ,https://tabelog.com/tokyo/A1315/A131501/13147684/,3.13, 青物横丁駅 417m / コーヒー専門店、喫茶店,,
1146,さぼうる 2,https://tabelog.com/tokyo/A1310/A131003/13011604/,3.57, 神保町駅 31m / 喫茶店、パスタ、カレーライス,,喫煙可
1147,季の実,https://tabelog.com/tokyo/A1323/A132304/13076397/,3.12, 十条駅 133m / 喫茶店,,
1148,GINZA BOOK CAFE by HAPPY SCIENCE,https://tabelog.com/tokyo/A1301/A130101/13142132/,3.23, 銀座一丁目駅 145m / カフェ、喫茶店、その他,,完全禁煙
1149,いづみ,https://tabelog.com/tokyo/A1324/A132404/13075812/,, 谷在家駅 662m / 喫茶店,,
1150,セリージュ,https://tabelog.com/tokyo/A1325/A132501/13076039/,3.06, 武蔵小金井駅 276m / 喫茶店,,
1151,かぶきかん,https://tabelog.com/tokyo/A1330/A133001/13087632/,, 東秋留駅 497m / 喫茶店,,
1152,銀の羊,https://tabelog.com/tokyo/A1313/A131302/13106971/,3, 月島駅 214m / 喫茶店,,
1153,チヤン,https://tabelog.com/tokyo/A1325/A132503/13076063/,, 国立駅 680m / 喫茶店,,
1154,02cafe,https://tabelog.com/tokyo/A1305/A130504/13077887/,3.08, 早稲田（都電）駅 336m / 喫茶店、コーヒー専門店、カフェ,,喫煙可
1155,カフェ ベローチェ 池袋西口店,https://tabelog.com/tokyo/A1305/A130501/13034772/,3.04, 池袋駅 448m / カフェ、コーヒー専門店、喫茶店,,分煙
1156,グラス・オニオン,https://tabelog.com/tokyo/A1305/A130503/13087737/,3.05, 高田馬場駅 356m / 喫茶店、バー,,
1157,かずさ,https://tabelog.com/tokyo/A1313/A131303/13075853/,3.17, 木場駅 137m / 喫茶店,,喫煙可
1158,フレッシュネスバーガー 北野店,https://tabelog.com/tokyo/A1329/A132904/13108843/,3.01, 北野駅 39m / ハンバーガー、カフェ、喫茶店,,分煙
1159,アポロ,https://tabelog.com/tokyo/A1302/A130201/13006486/,3.2, 東京駅 173m / 喫茶店、カフェ、ケーキ,,分煙
1160,コーヒーと紅茶とケーキの店 カンタベリ カフェ 小田急百貨店 新宿店,https://tabelog.com/tokyo/A1304/A130401/13087657/,3.07, 新宿駅 141m / 喫茶店、コーヒー専門店,,完全禁煙
1161,カフェ．ド．ラ．フォンテーヌ,https://tabelog.com/tokyo/A1303/A130301/13075865/,3.07, 神泉駅 31m / 喫茶店,,
1162,コーヒーファクトリー ホリヤ,https://tabelog.com/tokyo/A1317/A131716/13109254/,3.26, 矢口渡駅 197m / 喫茶店、ハヤシライス、カレーライス,,喫煙可
1163,純,https://tabelog.com/tokyo/A1324/A132403/13143296/,3, 京成立石駅 205m / 喫茶店,,
1164,喫茶室ルノアール 渋谷南口店,https://tabelog.com/tokyo/A1303/A130301/13087015/,3.04, 渋谷駅 251m / 喫茶店,,分煙
1165,コメダ珈琲店 渋谷道玄坂上店,https://tabelog.com/tokyo/A1303/A130301/13218091/,3.03, 神泉駅 170m / 喫茶店,,完全禁煙
1166,コーヒー・ブリックス,https://tabelog.com/tokyo/A1329/A132904/13016393/,3.23, 片倉駅 240m / 喫茶店、コーヒー専門店,,喫煙可
1167,ブラジルコーヒー,https://tabelog.com/tokyo/A1312/A131203/13130484/,3.37, 本所吾妻橋駅 598m / 喫茶店,,
1168,トロッコ,https://tabelog.com/tokyo/A1317/A131709/13209983/,3.05, 上町駅 175m / 喫茶店、洋菓子（その他）,,
